Freguesia,Partido,Percentagem,Percentagem de Votos Válidos,Votos,Concelho,Distrito,Região
Amares e Figueiredo,PCP-PEV,3.56,3.83,51,Amares,Braga,Norte
Amares e Figueiredo,CDS-PP,3.07,3.31,44,Amares,Braga,Norte
Amares e Figueiredo,PAN,1.82,1.95,26,Amares,Braga,Norte
Amares e Figueiredo,CH,1.19,1.28,17,Amares,Braga,Norte
Amares e Figueiredo,R.I.R.,0.91,0.98,13,Amares,Braga,Norte
Amares e Figueiredo,IL,0.7,0.75,10,Amares,Braga,Norte
Amares e Figueiredo,L,0.7,0.75,10,Amares,Braga,Norte
Amares e Figueiredo,A,0.49,0.53,7,Amares,Braga,Norte
Amares e Figueiredo,MPT,0.35,0.38,5,Amares,Braga,Norte
Amares e Figueiredo,NC,0.35,0.38,5,Amares,Braga,Norte
Amares e Figueiredo,PCTP/MRPP,0.35,0.38,5,Amares,Braga,Norte
Amares e Figueiredo,PDR,0.28,0.3,4,Amares,Braga,Norte
Amares e Figueiredo,PNR,0.28,0.3,4,Amares,Braga,Norte
Amares e Figueiredo,JPP,0.14,0.15,2,Amares,Braga,Norte
Amares e Figueiredo,PTP,0.14,0.15,2,Amares,Braga,Norte
Amares e Figueiredo,MAS,0.07,0.08,1,Amares,Braga,Norte
Amares e Figueiredo,PPM,0.0,0.0,0,Amares,Braga,Norte
Amares e Figueiredo,PURP,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PPD/PSD,43.3,45.42,278,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PS,33.49,35.13,215,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",CDS-PP,7.01,7.35,45,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",B.E.,4.98,5.23,32,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PAN,1.87,1.96,12,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",CH,1.4,1.47,9,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PCP-PEV,1.25,1.31,8,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",L,0.62,0.65,4,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PURP,0.62,0.65,4,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",NC,0.31,0.33,2,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PNR,0.31,0.33,2,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PCTP/MRPP,0.16,0.16,1,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",A,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",IL,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",JPP,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",MAS,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",MPT,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PDR,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PPM,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",PTP,0.0,0.0,0,Amares,Braga,Norte
"Caldelas, Sequeiros e Paranhos",R.I.R.,0.0,0.0,0,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PS,38.87,40.68,866,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PPD/PSD,32.68,34.19,728,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",B.E.,6.73,7.05,150,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",CDS-PP,4.4,4.6,98,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PCP-PEV,3.55,3.71,79,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PAN,3.23,3.38,72,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",L,1.21,1.27,27,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",CH,1.08,1.13,24,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",IL,0.9,0.94,20,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",A,0.58,0.61,13,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",R.I.R.,0.49,0.52,11,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PCTP/MRPP,0.36,0.38,8,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PNR,0.31,0.33,7,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",MPT,0.27,0.28,6,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",MAS,0.22,0.23,5,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PDR,0.22,0.23,5,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",NC,0.18,0.19,4,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PPM,0.13,0.14,3,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PURP,0.09,0.09,2,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",JPP,0.04,0.05,1,Amares,Braga,Norte
"Ferreiros, Prozelo e Besteiros",PTP,0.0,0.0,0,Amares,Braga,Norte
Torre e Portela,PPD/PSD,43.03,44.84,139,Amares,Braga,Norte
Torre e Portela,PS,29.72,30.97,96,Amares,Braga,Norte
Torre e Portela,CDS-PP,8.05,8.39,26,Amares,Braga,Norte
Torre e Portela,B.E.,5.26,5.48,17,Amares,Braga,Norte
Torre e Portela,PAN,3.41,3.55,11,Amares,Braga,Norte
Torre e Portela,PCP-PEV,2.17,2.26,7,Amares,Braga,Norte
Torre e Portela,R.I.R.,1.24,1.29,4,Amares,Braga,Norte
Torre e Portela,MAS,0.62,0.65,2,Amares,Braga,Norte
Torre e Portela,CH,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,IL,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,JPP,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,L,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,MPT,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,PCTP/MRPP,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,PDR,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,PPM,0.31,0.32,1,Amares,Braga,Norte
Torre e Portela,A,0.0,0.0,0,Amares,Braga,Norte
Torre e Portela,NC,0.0,0.0,0,Amares,Braga,Norte
Torre e Portela,PNR,0.0,0.0,0,Amares,Braga,Norte
Torre e Portela,PTP,0.0,0.0,0,Amares,Braga,Norte
Torre e Portela,PURP,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PPD/PSD,50.46,53.23,165,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PS,22.02,23.23,72,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",CDS-PP,12.23,12.9,40,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",B.E.,3.67,3.87,12,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",CH,1.83,1.94,6,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PCP-PEV,1.53,1.61,5,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",IL,0.61,0.65,2,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PAN,0.61,0.65,2,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",R.I.R.,0.61,0.65,2,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",JPP,0.31,0.32,1,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",NC,0.31,0.32,1,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PDR,0.31,0.32,1,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PNR,0.31,0.32,1,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",A,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",L,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",MAS,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",MPT,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PCTP/MRPP,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PPM,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PTP,0.0,0.0,0,Amares,Braga,Norte
"Vilela, Seramil e Paredes Secas",PURP,0.0,0.0,0,Amares,Braga,Norte
Abade de Neiva,PPD/PSD,39.51,41.72,484,Barcelos,Braga,Norte
Abade de Neiva,PS,32.16,33.97,394,Barcelos,Braga,Norte
Abade de Neiva,B.E.,9.63,10.17,118,Barcelos,Braga,Norte
Abade de Neiva,CDS-PP,3.92,4.14,48,Barcelos,Braga,Norte
Abade de Neiva,PAN,2.29,2.41,28,Barcelos,Braga,Norte
Abade de Neiva,PCP-PEV,1.71,1.81,21,Barcelos,Braga,Norte
Abade de Neiva,IL,0.98,1.03,12,Barcelos,Braga,Norte
Abade de Neiva,L,0.98,1.03,12,Barcelos,Braga,Norte
Abade de Neiva,CH,0.57,0.6,7,Barcelos,Braga,Norte
Abade de Neiva,R.I.R.,0.57,0.6,7,Barcelos,Braga,Norte
Abade de Neiva,A,0.49,0.52,6,Barcelos,Braga,Norte
Abade de Neiva,PNR,0.41,0.43,5,Barcelos,Braga,Norte
Abade de Neiva,PCTP/MRPP,0.33,0.34,4,Barcelos,Braga,Norte
Abade de Neiva,JPP,0.24,0.26,3,Barcelos,Braga,Norte
Abade de Neiva,MAS,0.24,0.26,3,Barcelos,Braga,Norte
Abade de Neiva,MPT,0.16,0.17,2,Barcelos,Braga,Norte
Abade de Neiva,PTP,0.16,0.17,2,Barcelos,Braga,Norte
Abade de Neiva,NC,0.08,0.09,1,Barcelos,Braga,Norte
Abade de Neiva,PDR,0.08,0.09,1,Barcelos,Braga,Norte
Abade de Neiva,PPM,0.08,0.09,1,Barcelos,Braga,Norte
Abade de Neiva,PURP,0.08,0.09,1,Barcelos,Braga,Norte
Aborim,PS,41.37,44.63,187,Barcelos,Braga,Norte
Aborim,PPD/PSD,28.76,31.03,130,Barcelos,Braga,Norte
Aborim,B.E.,7.74,8.35,35,Barcelos,Braga,Norte
Aborim,CDS-PP,3.76,4.06,17,Barcelos,Braga,Norte
Aborim,PCP-PEV,2.65,2.86,12,Barcelos,Braga,Norte
Aborim,PAN,1.77,1.91,8,Barcelos,Braga,Norte
Aborim,R.I.R.,1.77,1.91,8,Barcelos,Braga,Norte
Aborim,L,0.88,0.95,4,Barcelos,Braga,Norte
Aborim,A,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,CH,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,IL,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,MAS,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,MPT,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,PCTP/MRPP,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,PURP,0.44,0.48,2,Barcelos,Braga,Norte
Aborim,JPP,0.22,0.24,1,Barcelos,Braga,Norte
Aborim,PDR,0.22,0.24,1,Barcelos,Braga,Norte
Aborim,PNR,0.22,0.24,1,Barcelos,Braga,Norte
Aborim,PTP,0.22,0.24,1,Barcelos,Braga,Norte
Aborim,NC,0.0,0.0,0,Barcelos,Braga,Norte
Aborim,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Adães,PPD/PSD,36.17,38.16,166,Barcelos,Braga,Norte
Adães,PS,31.37,33.1,144,Barcelos,Braga,Norte
Adães,B.E.,8.5,8.97,39,Barcelos,Braga,Norte
Adães,CDS-PP,6.32,6.67,29,Barcelos,Braga,Norte
Adães,PAN,3.05,3.22,14,Barcelos,Braga,Norte
Adães,PCP-PEV,3.05,3.22,14,Barcelos,Braga,Norte
Adães,IL,1.09,1.15,5,Barcelos,Braga,Norte
Adães,CH,0.87,0.92,4,Barcelos,Braga,Norte
Adães,L,0.65,0.69,3,Barcelos,Braga,Norte
Adães,MAS,0.65,0.69,3,Barcelos,Braga,Norte
Adães,R.I.R.,0.65,0.69,3,Barcelos,Braga,Norte
Adães,MPT,0.44,0.46,2,Barcelos,Braga,Norte
Adães,NC,0.44,0.46,2,Barcelos,Braga,Norte
Adães,PCTP/MRPP,0.44,0.46,2,Barcelos,Braga,Norte
Adães,PDR,0.44,0.46,2,Barcelos,Braga,Norte
Adães,PTP,0.44,0.46,2,Barcelos,Braga,Norte
Adães,PURP,0.22,0.23,1,Barcelos,Braga,Norte
Adães,A,0.0,0.0,0,Barcelos,Braga,Norte
Adães,JPP,0.0,0.0,0,Barcelos,Braga,Norte
Adães,PNR,0.0,0.0,0,Barcelos,Braga,Norte
Adães,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Airó,PPD/PSD,40.0,42.5,238,Barcelos,Braga,Norte
Airó,PS,34.62,36.79,206,Barcelos,Braga,Norte
Airó,B.E.,7.73,8.21,46,Barcelos,Braga,Norte
Airó,CDS-PP,3.03,3.21,18,Barcelos,Braga,Norte
Airó,PAN,2.69,2.86,16,Barcelos,Braga,Norte
Airó,PCP-PEV,2.18,2.32,13,Barcelos,Braga,Norte
Airó,L,0.84,0.89,5,Barcelos,Braga,Norte
Airó,R.I.R.,0.67,0.71,4,Barcelos,Braga,Norte
Airó,IL,0.5,0.54,3,Barcelos,Braga,Norte
Airó,A,0.34,0.36,2,Barcelos,Braga,Norte
Airó,MPT,0.34,0.36,2,Barcelos,Braga,Norte
Airó,PNR,0.34,0.36,2,Barcelos,Braga,Norte
Airó,CH,0.17,0.18,1,Barcelos,Braga,Norte
Airó,MAS,0.17,0.18,1,Barcelos,Braga,Norte
Airó,PCTP/MRPP,0.17,0.18,1,Barcelos,Braga,Norte
Airó,PPM,0.17,0.18,1,Barcelos,Braga,Norte
Airó,PTP,0.17,0.18,1,Barcelos,Braga,Norte
Airó,JPP,0.0,0.0,0,Barcelos,Braga,Norte
Airó,NC,0.0,0.0,0,Barcelos,Braga,Norte
Airó,PDR,0.0,0.0,0,Barcelos,Braga,Norte
Airó,PURP,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,PS,42.67,45.86,166,Barcelos,Braga,Norte
Aldreu,PPD/PSD,31.62,33.98,123,Barcelos,Braga,Norte
Aldreu,B.E.,5.14,5.52,20,Barcelos,Braga,Norte
Aldreu,CDS-PP,4.63,4.97,18,Barcelos,Braga,Norte
Aldreu,PCP-PEV,2.06,2.21,8,Barcelos,Braga,Norte
Aldreu,PAN,1.8,1.93,7,Barcelos,Braga,Norte
Aldreu,CH,1.29,1.38,5,Barcelos,Braga,Norte
Aldreu,JPP,0.77,0.83,3,Barcelos,Braga,Norte
Aldreu,L,0.77,0.83,3,Barcelos,Braga,Norte
Aldreu,IL,0.51,0.55,2,Barcelos,Braga,Norte
Aldreu,PNR,0.51,0.55,2,Barcelos,Braga,Norte
Aldreu,PTP,0.51,0.55,2,Barcelos,Braga,Norte
Aldreu,R.I.R.,0.51,0.55,2,Barcelos,Braga,Norte
Aldreu,PDR,0.26,0.28,1,Barcelos,Braga,Norte
Aldreu,A,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,MAS,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,MPT,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,NC,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,PCTP/MRPP,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Aldreu,PURP,0.0,0.0,0,Barcelos,Braga,Norte
Alvelos,PPD/PSD,43.2,44.79,559,Barcelos,Braga,Norte
Alvelos,PS,35.94,37.26,465,Barcelos,Braga,Norte
Alvelos,B.E.,7.03,7.29,91,Barcelos,Braga,Norte
Alvelos,CDS-PP,3.17,3.29,41,Barcelos,Braga,Norte
Alvelos,PCP-PEV,1.55,1.6,20,Barcelos,Braga,Norte
Alvelos,PAN,1.16,1.2,15,Barcelos,Braga,Norte
Alvelos,R.I.R.,1.08,1.12,14,Barcelos,Braga,Norte
Alvelos,IL,0.7,0.72,9,Barcelos,Braga,Norte
Alvelos,MAS,0.54,0.56,7,Barcelos,Braga,Norte
Alvelos,CH,0.46,0.48,6,Barcelos,Braga,Norte
Alvelos,L,0.46,0.48,6,Barcelos,Braga,Norte
Alvelos,A,0.31,0.32,4,Barcelos,Braga,Norte
Alvelos,PCTP/MRPP,0.23,0.24,3,Barcelos,Braga,Norte
Alvelos,PNR,0.15,0.16,2,Barcelos,Braga,Norte
Alvelos,PURP,0.15,0.16,2,Barcelos,Braga,Norte
Alvelos,NC,0.08,0.08,1,Barcelos,Braga,Norte
Alvelos,PDR,0.08,0.08,1,Barcelos,Braga,Norte
Alvelos,PPM,0.08,0.08,1,Barcelos,Braga,Norte
Alvelos,PTP,0.08,0.08,1,Barcelos,Braga,Norte
Alvelos,JPP,0.0,0.0,0,Barcelos,Braga,Norte
Alvelos,MPT,0.0,0.0,0,Barcelos,Braga,Norte
Arcozelo,PS,37.66,39.74,2505,Barcelos,Braga,Norte
Arcozelo,PPD/PSD,24.82,26.19,1651,Barcelos,Braga,Norte
Arcozelo,B.E.,14.43,15.23,960,Barcelos,Braga,Norte
Arcozelo,PCP-PEV,5.13,5.41,341,Barcelos,Braga,Norte
Arcozelo,PAN,3.38,3.57,225,Barcelos,Braga,Norte
Arcozelo,CDS-PP,2.99,3.16,199,Barcelos,Braga,Norte
Arcozelo,MAS,1.22,1.29,81,Barcelos,Braga,Norte
Arcozelo,IL,0.95,1.0,63,Barcelos,Braga,Norte
Arcozelo,CH,0.77,0.81,51,Barcelos,Braga,Norte
Arcozelo,L,0.68,0.71,45,Barcelos,Braga,Norte
Arcozelo,R.I.R.,0.6,0.63,40,Barcelos,Braga,Norte
Arcozelo,PCTP/MRPP,0.45,0.48,30,Barcelos,Braga,Norte
Arcozelo,A,0.36,0.38,24,Barcelos,Braga,Norte
Arcozelo,PNR,0.29,0.3,19,Barcelos,Braga,Norte
Arcozelo,NC,0.27,0.29,18,Barcelos,Braga,Norte
Arcozelo,PPM,0.2,0.21,13,Barcelos,Braga,Norte
Arcozelo,PDR,0.17,0.17,11,Barcelos,Braga,Norte
Arcozelo,MPT,0.14,0.14,9,Barcelos,Braga,Norte
Arcozelo,JPP,0.11,0.11,7,Barcelos,Braga,Norte
Arcozelo,PURP,0.09,0.1,6,Barcelos,Braga,Norte
Arcozelo,PTP,0.08,0.08,5,Barcelos,Braga,Norte
Areias,PPD/PSD,40.35,42.76,251,Barcelos,Braga,Norte
Areias,PS,27.81,29.47,173,Barcelos,Braga,Norte
Areias,B.E.,7.4,7.84,46,Barcelos,Braga,Norte
Areias,CDS-PP,4.82,5.11,30,Barcelos,Braga,Norte
Areias,PAN,4.18,4.43,26,Barcelos,Braga,Norte
Areias,R.I.R.,2.25,2.39,14,Barcelos,Braga,Norte
Areias,PCP-PEV,1.77,1.87,11,Barcelos,Braga,Norte
Areias,CH,1.29,1.36,8,Barcelos,Braga,Norte
Areias,IL,1.13,1.19,7,Barcelos,Braga,Norte
Areias,L,0.8,0.85,5,Barcelos,Braga,Norte
Areias,A,0.48,0.51,3,Barcelos,Braga,Norte
Areias,PPM,0.48,0.51,3,Barcelos,Braga,Norte
Areias,MPT,0.32,0.34,2,Barcelos,Braga,Norte
Areias,PCTP/MRPP,0.32,0.34,2,Barcelos,Braga,Norte
Areias,PTP,0.32,0.34,2,Barcelos,Braga,Norte
Areias,MAS,0.16,0.17,1,Barcelos,Braga,Norte
Areias,NC,0.16,0.17,1,Barcelos,Braga,Norte
Areias,PDR,0.16,0.17,1,Barcelos,Braga,Norte
Areias,PURP,0.16,0.17,1,Barcelos,Braga,Norte
Areias,JPP,0.0,0.0,0,Barcelos,Braga,Norte
Areias,PNR,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,PPD/PSD,49.81,53.32,257,Barcelos,Braga,Norte
Balugães,PS,23.84,25.52,123,Barcelos,Braga,Norte
Balugães,B.E.,6.4,6.85,33,Barcelos,Braga,Norte
Balugães,CDS-PP,6.4,6.85,33,Barcelos,Braga,Norte
Balugães,PCP-PEV,2.13,2.28,11,Barcelos,Braga,Norte
Balugães,PAN,1.55,1.66,8,Barcelos,Braga,Norte
Balugães,PCTP/MRPP,0.97,1.04,5,Barcelos,Braga,Norte
Balugães,L,0.58,0.62,3,Barcelos,Braga,Norte
Balugães,MPT,0.58,0.62,3,Barcelos,Braga,Norte
Balugães,R.I.R.,0.39,0.41,2,Barcelos,Braga,Norte
Balugães,A,0.19,0.21,1,Barcelos,Braga,Norte
Balugães,CH,0.19,0.21,1,Barcelos,Braga,Norte
Balugães,IL,0.19,0.21,1,Barcelos,Braga,Norte
Balugães,PTP,0.19,0.21,1,Barcelos,Braga,Norte
Balugães,JPP,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,MAS,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,NC,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,PDR,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,PNR,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Balugães,PURP,0.0,0.0,0,Barcelos,Braga,Norte
Barcelinhos,PPD/PSD,36.02,37.93,393,Barcelos,Braga,Norte
Barcelinhos,PS,33.64,35.42,367,Barcelos,Braga,Norte
Barcelinhos,B.E.,10.36,10.91,113,Barcelos,Braga,Norte
Barcelinhos,CDS-PP,4.58,4.83,50,Barcelos,Braga,Norte
Barcelinhos,PCP-PEV,3.67,3.86,40,Barcelos,Braga,Norte
Barcelinhos,PAN,2.29,2.41,25,Barcelos,Braga,Norte
Barcelinhos,IL,0.73,0.77,8,Barcelos,Braga,Norte
Barcelinhos,L,0.64,0.68,7,Barcelos,Braga,Norte
Barcelinhos,R.I.R.,0.46,0.48,5,Barcelos,Braga,Norte
Barcelinhos,A,0.37,0.39,4,Barcelos,Braga,Norte
Barcelinhos,CH,0.37,0.39,4,Barcelos,Braga,Norte
Barcelinhos,NC,0.37,0.39,4,Barcelos,Braga,Norte
Barcelinhos,PNR,0.37,0.39,4,Barcelos,Braga,Norte
Barcelinhos,MAS,0.27,0.29,3,Barcelos,Braga,Norte
Barcelinhos,PCTP/MRPP,0.27,0.29,3,Barcelos,Braga,Norte
Barcelinhos,MPT,0.18,0.19,2,Barcelos,Braga,Norte
Barcelinhos,PURP,0.18,0.19,2,Barcelos,Braga,Norte
Barcelinhos,JPP,0.09,0.1,1,Barcelos,Braga,Norte
Barcelinhos,PTP,0.09,0.1,1,Barcelos,Braga,Norte
Barcelinhos,PDR,0.0,0.0,0,Barcelos,Braga,Norte
Barcelinhos,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Barqueiros,PPD/PSD,41.84,43.06,372,Barcelos,Braga,Norte
Barqueiros,PS,38.58,39.7,343,Barcelos,Braga,Norte
Barqueiros,CDS-PP,4.95,5.09,44,Barcelos,Braga,Norte
Barqueiros,B.E.,4.16,4.28,37,Barcelos,Braga,Norte
Barqueiros,PCP-PEV,1.91,1.97,17,Barcelos,Braga,Norte
Barqueiros,PAN,1.69,1.74,15,Barcelos,Braga,Norte
Barqueiros,R.I.R.,0.9,0.93,8,Barcelos,Braga,Norte
Barqueiros,IL,0.56,0.58,5,Barcelos,Braga,Norte
Barqueiros,L,0.56,0.58,5,Barcelos,Braga,Norte
Barqueiros,CH,0.45,0.46,4,Barcelos,Braga,Norte
Barqueiros,PCTP/MRPP,0.45,0.46,4,Barcelos,Braga,Norte
Barqueiros,A,0.34,0.35,3,Barcelos,Braga,Norte
Barqueiros,NC,0.22,0.23,2,Barcelos,Braga,Norte
Barqueiros,JPP,0.11,0.12,1,Barcelos,Braga,Norte
Barqueiros,MPT,0.11,0.12,1,Barcelos,Braga,Norte
Barqueiros,PNR,0.11,0.12,1,Barcelos,Braga,Norte
Barqueiros,PTP,0.11,0.12,1,Barcelos,Braga,Norte
Barqueiros,PURP,0.11,0.12,1,Barcelos,Braga,Norte
Barqueiros,MAS,0.0,0.0,0,Barcelos,Braga,Norte
Barqueiros,PDR,0.0,0.0,0,Barcelos,Braga,Norte
Barqueiros,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,PS,48.81,51.48,348,Barcelos,Braga,Norte
Cambeses,PPD/PSD,23.7,25.0,169,Barcelos,Braga,Norte
Cambeses,B.E.,8.42,8.88,60,Barcelos,Braga,Norte
Cambeses,PCP-PEV,5.47,5.77,39,Barcelos,Braga,Norte
Cambeses,CDS-PP,1.96,2.07,14,Barcelos,Braga,Norte
Cambeses,PAN,1.54,1.63,11,Barcelos,Braga,Norte
Cambeses,L,0.98,1.04,7,Barcelos,Braga,Norte
Cambeses,R.I.R.,0.84,0.89,6,Barcelos,Braga,Norte
Cambeses,IL,0.7,0.74,5,Barcelos,Braga,Norte
Cambeses,A,0.56,0.59,4,Barcelos,Braga,Norte
Cambeses,CH,0.56,0.59,4,Barcelos,Braga,Norte
Cambeses,PNR,0.56,0.59,4,Barcelos,Braga,Norte
Cambeses,MPT,0.42,0.44,3,Barcelos,Braga,Norte
Cambeses,JPP,0.14,0.15,1,Barcelos,Braga,Norte
Cambeses,PCTP/MRPP,0.14,0.15,1,Barcelos,Braga,Norte
Cambeses,MAS,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,NC,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,PDR,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,PPM,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,PTP,0.0,0.0,0,Barcelos,Braga,Norte
Cambeses,PURP,0.0,0.0,0,Barcelos,Braga,Norte
Carapeços,PPD/PSD,44.97,47.82,559,Barcelos,Braga,Norte
Carapeços,PS,28.64,30.45,356,Barcelos,Braga,Norte
Carapeços,B.E.,5.79,6.16,72,Barcelos,Braga,Norte
Carapeços,CDS-PP,4.26,4.53,53,Barcelos,Braga,Norte
Carapeços,PCP-PEV,2.09,2.22,26,Barcelos,Braga,Norte
Carapeços,PAN,1.85,1.97,23,Barcelos,Braga,Norte
Carapeços,IL,1.13,1.2,14,Barcelos,Braga,Norte
Carapeços,L,0.97,1.03,12,Barcelos,Braga,Norte
Carapeços,R.I.R.,0.97,1.03,12,Barcelos,Braga,Norte
Carapeços,CH,0.88,0.94,11,Barcelos,Braga,Norte
Carapeços,A,0.4,0.43,5,Barcelos,Braga,Norte
Carapeços,JPP,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,MAS,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,MPT,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,PDR,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,PNR,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,PPM,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,PTP,0.24,0.26,3,Barcelos,Braga,Norte
Carapeços,NC,0.16,0.17,2,Barcelos,Braga,Norte
Carapeços,PCTP/MRPP,0.16,0.17,2,Barcelos,Braga,Norte
Carapeços,PURP,0.08,0.09,1,Barcelos,Braga,Norte
Carvalhal,PPD/PSD,42.4,44.7,346,Barcelos,Braga,Norte
Carvalhal,PS,35.54,37.47,290,Barcelos,Braga,Norte
Carvalhal,B.E.,6.74,7.11,55,Barcelos,Braga,Norte
Carvalhal,CDS-PP,3.92,4.13,32,Barcelos,Braga,Norte
Carvalhal,PCP-PEV,1.72,1.81,14,Barcelos,Braga,Norte
